Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 12,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 2012,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 2013,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 12,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 2012,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 2013,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 2,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldSendReportsWithNRHMReportingMonthToAggregator,Magic Number,The method contains a magic number: 2,45
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldThrowExceptionWhenReportsAreNotSent,Long Statement,The length of the statement "when(servicesProvidedRepository.getNewReports(0`batchSizeToUpdate)).thenReturn(asList(firstServiceProvidedReport`secondServiceProvidedReport));" is 143.,68
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldThrowExceptionWhenReportsAreNotSent,Magic Number,The method contains a magic number: 2,68
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldNotAggregateReportsWhenThereIsNoNewReport,Long Statement,The length of the statement "when(servicesProvidedRepository.getNewReports(12345`batchSizeToUpdate)).thenReturn(Collections.<ServiceProvidedReport>emptyList());" is 131.,84
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldNotAggregateReportsWhenThereIsNoNewReport,Magic Number,The method contains a magic number: 12345,84
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldNotAggregateReportsWhenThereIsNoNewReport,Magic Number,The method contains a magic number: 12345,84
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldCallAggregatorToGetAggregatedReports,Long Statement,The length of the statement "when(httpAgent.get("bamboo.aggregated.url?query=%7B%22anm_identifier%22%3A+%22demo1%22%2C%22nrhm_report_year%22%3A2013%2C+%22nrhm_report_month%22%3A10%7D")).thenReturn(new HttpResponse(true`"[{\"nrhm_report_month\": 10` \"indicator\": \"OCP\"` \"nrhm_report_indicator_count\": 2` \"nrhm_report_year\": 2013` \"anm_identifier\": \"demo1\"}` {\"nrhm_report_month\": 10` \"indicator\": \"OPV_1\"` \"nrhm_report_indicator_count\": 1` \"nrhm_report_year\": 2013` \"anm_identifier\": \"demo1\"}]"));" is 493.,95
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldCallAggregatorToGetAggregatedReports,Magic Number,The method contains a magic number: 10,95
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldCallAggregatorToGetAggregatedReports,Magic Number,The method contains a magic number: 2013,95
SEL-columbia_dristhi,org.ei.drishti.reporting.service,AggregateReportsServiceTest,shouldCallAggregatorToGetAggregatedReports,Magic Number,The method contains a magic number: 2,95
SEL-columbia_dristhi,org.ei.drishti.reporting,DristhiEntityIdMissingException,DristhiEntityIdMissingException,Long Statement,The length of the statement "super(MessageFormat.format("Cannot delete {0} report for the report data` as the DristhiEntityId is missing."`request.type()));" is 127.,10
SEL-columbia_dristhi,org.ei.drishti.reporting,ReportDataMissingException,ReportDataMissingException,Long Statement,The length of the statement "super(MessageFormat.format("Cannot report for the report data: {0}` as the following report data is missing: {1}"`reportingData`missingData));" is 142.,9
SEL-columbia_dristhi,org.ei.drishti.reporting,AggregateReportsSchedulerTest,verifyJob,Long Statement,The length of the statement "return LocalDateTime.parse("2013-01-01T12:00:00.000").plusMinutes(10).toDate().equals(job.getStartTime()) && DateTimeConstants.MILLIS_PER_MINUTE * REPEAT_INTERVAL_IN_MINUTES == job.getRepeatIntervalInMilliSeconds() && "REPORT_AGGREGATOR_SCHEDULE".equals(job.getMotechEvent().getSubject());" is 289.,40
SEL-columbia_dristhi,org.ei.drishti.reporting,AggregateReportsSchedulerTest,verifyJob,Magic Number,The method contains a magic number: 10,40
SEL-columbia_dristhi,org.ei.drishti.reporting,AggregateReportsSchedulerTest,matches,Long Statement,The length of the statement "return LocalDateTime.parse("2013-01-01T12:00:00.000").plusMinutes(10).toDate().equals(job.getStartTime()) && DateTimeConstants.MILLIS_PER_MINUTE * REPEAT_INTERVAL_IN_MINUTES == job.getRepeatIntervalInMilliSeconds() && "REPORT_AGGREGATOR_SCHEDULE".equals(job.getMotechEvent().getSubject());" is 289.,42
SEL-columbia_dristhi,org.ei.drishti.reporting,AggregateReportsSchedulerTest,matches,Magic Number,The method contains a magic number: 10,42
SEL-columbia_dristhi,org.ei.drishti.reporting.listener,ReportApplicationStartupListener,onApplicationEvent,Long Statement,The length of the statement "logger.info(MessageFormat.format("Dristhi report service is starting. Application id: {0}"`contextRefreshedEvent.getApplicationContext().getId()));" is 147.,26
SEL-columbia_dristhi,org.ei.drishti.reporting.domain,ServiceProvided,ServiceProvided,Long Parameter List,The method has 6 parameters. ,81
SEL-columbia_dristhi,org.ei.drishti.reporting.domain,AnnualTarget,AnnualTarget,Long Parameter List,The method has 5 parameters. ,39
SEL-columbia_dristhi,org.ei.drishti.reporting.domain,ServiceProvidedReport,ServiceProvidedReport,Long Parameter List,The method has 11 parameters. ,53
SEL-columbia_dristhi,org.ei.drishti.reporting.domain,Location,Location,Long Parameter List,The method has 7 parameters. ,51
SEL-columbia_dristhi,org.ei.drishti.reporting.domain,Location,Location,Long Parameter List,The method has 6 parameters. ,61
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,LocationController,villagesForANM,Long Statement,The length of the statement "villagesDTO=new VillagesDTO(anmLocation.district().toLowerCase()`anmLocation.phcName()`anmLocation.phc().phcIdentifier()`anmLocation.subCenter()`villages);" is 155.,28
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataController,submit,Long Statement,The length of the statement "servicesProvidedRepository.save(reportingData.get(ReportDataParameters.ANM_IDENTIFIER)`reportingData.get(ReportDataParameters.SERVICE_PROVIDER_TYPE)`reportingData.get(ReportDataParameters.EXTERNAL_ID)`reportingData.get(ReportDataParameters.INDICATOR)`reportingData.get(ReportDataParameters.SERVICE_PROVIDED_DATE)`reportingData.get(ReportDataParameters.VILLAGE)`reportingData.get(ReportDataParameters.SUB_CENTER)`reportingData.get(ReportDataParameters.PHC)`reportingData.get(ReportDataParameters.QUANTITY)`reportingData.get(ReportDataParameters.DRISTHI_ENTITY_ID));" is 564.,40
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataController,submit,Long Statement,The length of the statement "anmReportsRepository.save(reportingData.get(ReportDataParameters.ANM_IDENTIFIER)`reportingData.get(ReportDataParameters.EXTERNAL_ID)`reportingData.get(ReportDataParameters.INDICATOR)`reportingData.get(ReportDataParameters.SERVICE_PROVIDED_DATE)`reportingData.get(ReportDataParameters.QUANTITY));" is 295.,40
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataController,updateReports,Long Statement,The length of the statement "logger.info(MessageFormat.format("Flushing reports for reporting month {0} to {1} for indicator {2} for service type {3}"`request.startDate()`request.endDate()`request.indicator()`request.type()));" is 197.,69
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataController,deleteReports,Long Statement,The length of the statement "logger.info(MessageFormat.format("Deleting {0} reports for entity with entity id: {1}"`request.type()`request.dristhiEntityId()));" is 130.,85
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportController,getLocation,Long Statement,The length of the statement "return new LocationDTO(StringUtils.capitalize(location.subCenter())`location.phcName()`location.taluka()`location.district()`location.state());" is 143.,49
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportController,buildIndicatorSummary,Long Statement,The length of the statement "List<AggregatorResponseDTO> aggregatorResponseDTO=aggregateReportsService.getAggregatedReports(anmIdentifier`month`year);" is 121.,54
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ANMController,ANMController,Long Parameter List,The method has 5 parameters. ,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,LocationControllerTest,shouldReturnListOfVillagesForANM,Long Statement,The length of the statement "when(anmService.getVillagesForANM("demo1")).thenReturn(asList(new Location("village1"`"sc"`phc`"taluk"`"District"`"state")`new Location("village2"`"sc"`phc`"taluk"`"District"`"state")));" is 186.,33
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ANMControllerTest,setUp,Long Statement,The length of the statement "controller=new ANMController("site-url"`"http://user-details-endpoint/user-details"`anmService`httpAgent`detailsFetcherFactory);" is 128.,41
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ANMControllerTest,shouldReturnListOfANMs,Long Statement,The length of the statement "when(httpAgent.get("http://user-details-endpoint/user-details?anm-id=username1")).thenReturn(new HttpResponse(true`new Gson().toJson(new UserDetail("username1"`roles))));" is 170.,47
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ANMControllerTest,shouldReturnListOfANMs,Long Statement,The length of the statement "when(anmDetailsFetcher.fetchDetails("username1")).thenReturn(asList(new SP_ANM("username1"`"user1 name"`"Sub Center 1"`0)`new SP_ANM("username2"`"user2 name"`"Sub Center 1"`0)));" is 178.,47
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ANMControllerTest,shouldReturnListOfANMs,Long Statement,The length of the statement "LocationDTO locationDTO=new LocationDTO(location.subCenter()`location.phcName()`location.taluka()`location.district()`location.state());" is 136.,47
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ANMControllerTest,shouldReturnListOfANMs,Long Statement,The length of the statement "assertEquals(asList(new ANMDTO("username1"`"user1 name"`locationDTO)`new ANMDTO("username2"`"user2 name"`locationDTO))`response.getBody());" is 139.,47
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Long Statement,The length of the statement "when(aggregateReportsService.getAggregatedReports("demo1"`12`2013)).thenReturn(asList(new AggregatorResponseDTO("OCP"`4)`new AggregatorResponseDTO("OPV_1"`2)));" is 160.,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Long Statement,The length of the statement "when(anmService.getLocation("demo1")).thenReturn(new Location("Bherya"`"sub Center"`new PHC(1`"PHC 1"`"Bherya")`"taluka"`"mysore"`"karnataka"));" is 144.,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Long Statement,The length of the statement "assertEquals(new AggregatedReportsDTO(create("OCP"`4).put("OPV_1"`2).map()`new LocationDTO("Sub Center"`"Bherya"`"taluka"`"mysore"`"karnataka"))`aggregatedReports.getBody());" is 174.,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 12,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 2013,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 4,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 2,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 12,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 2013,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 4,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,AggregatedReportControllerTest,shouldReturnAggregatedReportDataForAGivenANMMonthAndYear,Magic Number,The method contains a magic number: 2,38
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldSaveServiceProvidedInDB,Long Statement,The length of the statement "ReportingData data=serviceProvidedData("ANM X"`"TC 1"`BCG`"2012-01-01"`new Location("bherya"`"Sub Center"`"PHC X")`"entity id 1").withQuantity("40");" is 149.,55
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldSaveServiceProvidedInDB,Long Statement,The length of the statement "verify(servicesProvidedRepository).save("ANM X"`"ANM"`"TC 1"`"BCG"`"2012-01-01"`"bherya"`"Sub Center"`"PHC X"`"40"`"entity id 1");" is 130.,55
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldUpdateListOfServiceProvidedIndicatorRowsForReportingMonthForAllANMs,Long Statement,The length of the statement "ReportDataUpdateRequest reportDataUpdateRequest=new ReportDataUpdateRequest().withType(type).withStartDate("2013-01-26").withEndDate("2013-02-25").withReportingData(asList(reportingData));" is 188.,98
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldDeleteAllServiceProvidedReportsGivenAnEntityID,Long Statement,The length of the statement "ReportDataDeleteRequest deleteRequest=new ReportDataDeleteRequest().withType("serviceProvided").withDristhiEntityId("entity id 1");" is 131.,127
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldDeleteAllANMReportsGivenAnEntityID,Long Statement,The length of the statement "ReportDataDeleteRequest deleteRequest=new ReportDataDeleteRequest().withType("anmReportData").withDristhiEntityId("entity id 1");" is 129.,140
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldThrowExceptionWhenDristhiEntityIdIsNotPresent,Long Identifier,The length of the identifier deleteRequestWithoutDristhiEntityId is 35.,153
SEL-columbia_dristhi,org.ei.drishti.reporting.controller,ReportDataControllerTest,shouldDeleteListOfANMReportsIndicatorRowsForReportingMonthForAllANMs,Long Statement,The length of the statement "ReportDataUpdateRequest reportDataUpdateRequest=new ReportDataUpdateRequest().withType("anmReportData").withReportingData(asList(reportingData)).withStartDate(startDate).withEndDate(endDate).withIndicator(indicator);" is 216.,160
SEL-columbia_dristhi,org.ei.drishti.reporting.repository.it,AllTokenRepositoryIntegrationTest,shouldFetchToken,Magic Number,The method contains a magic number: 2,16
SEL-columbia_dristhi,org.ei.drishti.reporting.repository.it,AllTokenRepositoryIntegrationTest,shouldCreateTokenWhenItDoesNotExist,Magic Number,The method contains a magic number: 2,33
