Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.xp.admin.impl.rest.resource.content.json,ReorderChildrenJson,ReorderChildrenJson,Long Parameter List,The method has 5 parameters. ,21
xp,com.enonic.xp.admin.impl.rest.resource.content.json,DateHistogramAggregationQueryJson,DateHistogramAggregationQueryJson,Long Parameter List,The method has 5 parameters. ,16
xp,com.enonic.xp.admin.impl.rest.resource.content.json,DateHistogramAggregationQueryJson,DateHistogramAggregationQueryJson,Long Statement,The length of the statement "final DateHistogramAggregationQuery.Builder builder=DateHistogramAggregationQuery.create(name).fieldName(fieldName).interval(interval);" is 135.,16
xp,com.enonic.xp.admin.impl.rest.resource.content.json,ContentQueryJson,ContentQueryJson,Long Parameter List,The method has 7 parameters. ,20
xp,com.enonic.xp.admin.impl.rest.resource.content.json,ContentQueryJson,ContentQueryJson,Long Statement,The length of the statement "final ContentQuery.Builder builder=ContentQuery.create().from(from).size(size).queryExpr(QueryParser.parse(queryExprString)).addContentTypeNames(ContentTypeNames.from(contentTypeNameString));" is 191.,20
xp,com.enonic.xp.admin.impl.rest.resource.content.json,TermsAggregationQueryJson,TermsAggregationQueryJson,Long Parameter List,The method has 5 parameters. ,16
xp,com.enonic.xp.admin.impl.rest.resource.content.json,CreateContentJson,CreateContentJson,Long Parameter List,The method has 8 parameters. ,27
xp,com.enonic.xp.admin.impl.rest.resource.content.json,CreateContentJson,CreateContentJson,Long Statement,The length of the statement "final CreateContentParams.Builder paramsBuilder=CreateContentParams.create().requireValid(Boolean.valueOf(requireValid)).name(ContentName.from(name)).displayName(displayName).parent(ContentPath.from(parent)).type(ContentTypeName.from(contentType));" is 248.,27
xp,com.enonic.xp.admin.impl.rest.resource.content.json,UpdateContentJson,UpdateContentJson,Long Parameter List,The method has 9 parameters. ,32
xp,com.enonic.xp.admin.impl.rest.resource.content.json,UpdateContentJson,UpdateContentJson,Long Statement,The length of the statement "this.updateContentParams=new UpdateContentParams().requireValid(Boolean.valueOf(requireValid)).contentId(ContentId.from(contentId)).modifier(PrincipalKey.ofAnonymous()).editor(edit -> {" is 185.,32
xp,com.enonic.xp.admin.impl.rest.resource.content.json,UpdateContentJson,UpdateContentJson,Long Statement,The length of the statement "this.renameContentParams=RenameContentParams.create().contentId(ContentId.from(contentId)).newName(this.contentName).build();" is 125.,32
xp,com.enonic.xp.admin.impl.rest.resource.content.json,AbstractAggregationContentListJson,AbstractAggregationContentListJson,Long Parameter List,The method has 5 parameters. ,24
xp,com.enonic.xp.admin.impl.rest.resource.content.json,AbstractAggregationContentListJson,AbstractAggregationContentListJson,Long Statement,The length of the statement "this(Contents.from(content)`contentListMetaData`ImmutableSet.copyOf(aggregations.getSet())`iconUrlResolver`contentPrincipalsResolver);" is 134.,24
xp,com.enonic.xp.admin.impl.rest.resource.content.json,AbstractAggregationContentListJson,AbstractAggregationContentListJson,Long Parameter List,The method has 5 parameters. ,32
xp,com.enonic.xp.admin.impl.rest.resource.content.json,HistogramAggregationQueryJson,HistogramAggregationQueryJson,Long Parameter List,The method has 7 parameters. ,15
xp,com.enonic.xp.admin.impl.rest.resource.content.json,HistogramAggregationQueryJson,HistogramAggregationQueryJson,Long Statement,The length of the statement "final HistogramAggregationQuery.Builder builder=HistogramAggregationQuery.create(name).fieldName(fieldName).interval(Integer.toUnsignedLong(interval));" is 151.,15
xp,com.enonic.xp.admin.impl.rest.multipart,MultipartFormReader,readFrom,Long Parameter List,The method has 6 parameters. ,40
xp,com.enonic.xp.admin.impl.rest.provider,JsonSerializableProvider,getSize,Long Parameter List,The method has 5 parameters. ,39
xp,com.enonic.xp.admin.impl.rest.provider,JsonSerializableProvider,writeTo,Long Parameter List,The method has 7 parameters. ,46
xp,com.enonic.xp.admin.impl.rest.provider,RenderedImageProvider,getSize,Long Parameter List,The method has 5 parameters. ,32
xp,com.enonic.xp.admin.impl.rest.provider,RenderedImageProvider,writeTo,Long Parameter List,The method has 7 parameters. ,39
xp,com.enonic.xp.admin.impl.rest.filter,RoleBasedSecurityFeature,configure,Complex Conditional,The conditional expression rolesAllowed != null || denyAll || permitAll is complex.,23
xp,com.enonic.xp.admin.impl.rest.filter,RoleBasedSecurityFeature,configure,Long Statement,The length of the statement "denyAll=(declaring.isAnnotationPresent(DenyAll.class) && !method.isAnnotationPresent(RolesAllowed.class) && !method.isAnnotationPresent(PermitAll.class)) || method.isAnnotationPresent(DenyAll.class);" is 199.,23
xp,com.enonic.xp.admin.impl.rest.filter,RoleBasedSecurityFeature,configure,Long Statement,The length of the statement "permitAll=(declaring.isAnnotationPresent(PermitAll.class) && !method.isAnnotationPresent(RolesAllowed.class) && !method.isAnnotationPresent(DenyAll.class)) || method.isAnnotationPresent(PermitAll.class);" is 203.,23
xp,com.enonic.xp.admin.impl.rest.filter,BasicAuthFilter,parseHeader,Magic Number,The method contains a magic number: 6,47
xp,com.enonic.xp.admin.impl.rest.filter,BasicAuthFilter,parseHeader,Magic Number,The method contains a magic number: 5,47
xp,com.enonic.xp.admin.impl.rest.filter,BasicAuthFilter,parseHeader,Magic Number,The method contains a magic number: 6,47
xp,com.enonic.xp.admin.impl.rest.filter,BasicAuthFilter,parseHeader,Magic Number,The method contains a magic number: 2,47
xp,com.enonic.xp.admin.impl.rest.exception,JsonExceptionMapper,shouldLogAsError,Magic Number,The method contains a magic number: 500,107
xp,com.enonic.xp.admin.impl.rest.exception,JsonExceptionMapper,shouldLogAsError,Magic Number,The method contains a magic number: 600,107
xp,com.enonic.xp.admin.impl.rest.exception,JsonExceptionMapper,shouldLogAsError,Magic Number,The method contains a magic number: 400,107
xp,com.enonic.xp.admin.impl.json.content,AbstractContentListJson,AbstractContentListJson,Abstract Function Call From Constructor,The constructor AbstractContentListJson calls a virtual method createItem.,32
xp,com.enonic.xp.admin.impl.json.content.page.region,ImageComponentJson,ImageComponentJson,Long Statement,The length of the statement "super(ImageComponent.create().name(name != null ? ComponentName.from(name) : null).image(image != null ? ContentId.from(image) : null).config(config != null ? PropertyTreeJson.fromJson(config) : null).build());" is 210.,23
xp,com.enonic.xp.admin.impl.json.content.page.region,LayoutComponentJson,LayoutComponentJson,Long Statement,The length of the statement "super(LayoutComponent.create().name(name != null ? ComponentName.from(name) : null).descriptor(descriptor != null ? DescriptorKey.from(descriptor) : null).config(config != null ? PropertyTreeJson.fromJson(config) : null).regions(regions != null ? new LayoutRegionsJson(regions).getLayoutRegions() : null).build());" is 314.,22
xp,com.enonic.xp.admin.impl.json.content.page.region,PartComponentJson,PartComponentJson,Long Statement,The length of the statement "super(PartComponent.create().name(name != null ? ComponentName.from(name) : null).descriptor(descriptor != null ? DescriptorKey.from(descriptor) : null).config(config != null ? PropertyTreeJson.fromJson(config) : null).build());" is 228.,26
xp,com.enonic.wem.core.content,ContentServiceImplTest_media,update_media_image,Long Statement,The length of the statement "final UpdateMediaParams updateMediaParams=new UpdateMediaParams().content(content.getId()).name("dart-small").byteSource(loadImage("darth-small.jpg"));" is 151.,53
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,root_content,Magic Number,The method contains a magic number: 30,23
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,root_content,Magic Number,The method contains a magic number: 2,23
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,root_no_content,Magic Number,The method contains a magic number: 30,42
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,root_children,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(0).size(30).parentPath(parentContentPath).build();" is 129.,58
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,root_children,Magic Number,The method contains a magic number: 30,58
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,root_children,Magic Number,The method contains a magic number: 3,58
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,deep_children,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(0).size(30).parentPath(parentContentPath).build();" is 129.,81
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,deep_children,Magic Number,The method contains a magic number: 30,81
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,deep_children,Magic Number,The method contains a magic number: 3,81
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,invalid_parent_path,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(0).size(30).parentPath(ContentPath.from("/test_invalid_path")).build();" is 150.,105
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,invalid_parent_path,Magic Number,The method contains a magic number: 30,105
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_size_zero,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(0).size(0).parentPath(parentContentPath).build();" is 128.,124
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_size_zero,Magic Number,The method contains a magic number: 3,124
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_size_one,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(0).size(1).parentPath(parentContentPath).build();" is 128.,149
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_size_one,Magic Number,The method contains a magic number: 3,149
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from_beyond,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(10).parentPath(parentContentPath).build();" is 121.,174
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from_beyond,Magic Number,The method contains a magic number: 10,174
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from_beyond,Magic Number,The method contains a magic number: 3,174
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from,Magic Number,The method contains a magic number: 2,198
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from,Magic Number,The method contains a magic number: 2,198
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from,Magic Number,The method contains a magic number: 4,198
xp,com.enonic.wem.core.content,ContentServiceImplTest_findByParent,params_from,Magic Number,The method contains a magic number: 2,198
xp,com.enonic.wem.core.content,AbstractContentServiceTest,createContent,Long Statement,The length of the statement "final CreateContentParams createContentParams=CreateContentParams.create().contentData(new PropertyTree()).displayName("This is my test content #" + UUID.randomUUID().toString()).parent(parentPath).type(ContentTypeName.folder()).build();" is 237.,235
xp,com.enonic.wem.core.content,AbstractContentServiceTest,createPropertyTreeForAllInputTypes,Long Statement,The length of the statement "final Content referredContent=this.contentService.create(CreateContentParams.create().contentData(new PropertyTree()).displayName("Referred content").parent(ContentPath.ROOT).type(ContentTypeName.folder()).build());" is 215.,250
xp,com.enonic.wem.core.content,AbstractContentServiceTest,createPropertyTreeForAllInputTypes,Magic Number,The method contains a magic number: 1.5d,250
xp,com.enonic.wem.core.content,AbstractContentServiceTest,createPropertyTreeForAllInputTypes,Magic Number,The method contains a magic number: 1.4d,250
